,hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,Attrition
519,7.675133868808333,6,3,3,1.0,3.0,4.0,41,1,2,11,3,4,1,1,1,2,0,168720,2.0,8,1,21.0,2,18,0,0
520,7.517927264613889,5,3,3,4.0,4.0,3.0,54,2,1,9,4,1,1,1,2,7,1,20930,3.0,8,0,36.0,2,10,0,0
521,7.3829071842925,11,3,4,2.0,4.0,2.0,41,2,2,6,3,3,1,1,1,7,0,102390,3.0,8,3,23.0,3,21,12,0
522,7.161437974118611,18,3,3,3.0,2.0,3.0,32,2,1,2,3,3,1,1,2,6,1,57470,1.0,8,0,8.0,0,8,0,0
523,7.827246764836945,6,3,3,1.0,3.0,3.0,48,2,0,2,4,3,1,1,2,7,2,45540,2.0,8,2,19.0,3,2,2,0
524,7.791584114234444,12,2,3,3.0,4.0,3.0,30,1,2,3,2,2,1,1,3,6,2,11290,9.0,8,0,3.0,2,1,0,1
525,6.551402275769722,7,3,3,4.0,3.0,3.0,39,2,1,12,5,3,1,0,1,8,2,62200,1.0,8,2,20.0,2,20,11,0
526,6.466932173136945,14,3,4,3.0,3.0,3.0,34,0,1,28,3,3,1,1,1,2,1,56770,9.0,8,1,6.0,3,3,1,0
527,7.22948237394,8,3,3,3.0,1.0,3.0,49,2,2,9,3,5,1,0,2,8,1,190330,2.0,8,1,7.0,5,4,0,0
528,10.250703926818334,6,3,3,4.0,2.0,3.0,22,2,1,16,2,1,1,0,2,2,2,35790,1.0,8,3,1.0,3,1,0,1
529,7.503563141454444,8,3,4,3.0,4.0,4.0,37,0,2,24,2,1,1,1,1,6,0,68150,5.0,8,1,17.0,3,1,0,0
530,7.4642815707272225,17,4,3,4.0,3.0,4.0,42,2,1,23,4,4,1,1,1,6,1,23730,6.0,8,1,21.0,3,1,0,0
531,6.337705265506389,13,3,3,1.0,3.0,3.0,51,2,1,1,4,1,1,0,1,3,1,40330,2.0,8,0,15.0,2,2,2,0
532,5.999277108433611,12,3,3,4.0,4.0,2.0,56,2,0,2,1,3,1,1,2,7,2,26440,4.0,8,1,37.0,2,6,0,0
533,6.302609326193611,9,3,3,4.0,2.0,3.0,30,2,1,2,3,1,1,1,1,7,2,48500,0.0,8,1,4.0,4,3,1,0
534,5.7785073627844445,10,3,3,2.0,3.0,3.0,45,0,1,1,3,3,1,0,2,1,1,125040,1.0,8,1,15.0,2,15,4,0
535,6.938559794734444,16,3,3,4.0,3.0,3.0,27,2,1,6,2,3,1,0,1,0,1,42600,1.0,8,2,4.0,2,4,2,0
536,5.724021642123889,19,3,3,4.0,3.0,3.0,44,0,1,20,3,1,1,1,1,8,2,45560,2.0,8,0,6.0,4,0,0,0
537,6.619309460062222,16,3,3,1.0,3.0,3.0,37,1,2,2,3,2,1,1,1,2,0,40010,6.0,8,1,17.0,2,1,0,1
538,5.867147478803889,5,3,3,4.0,1.0,3.0,39,2,1,2,1,3,1,0,1,6,1,47790,4.0,8,2,9.0,3,7,1,0
539,7.754132083891111,5,3,3,3.0,3.0,3.0,48,2,1,12,4,3,1,1,1,2,0,55620,8.0,8,1,18.0,2,8,7,0
540,6.760519857206389,15,3,3,2.0,3.0,3.0,29,2,1,8,3,3,1,0,3,4,1,194310,1.0,8,0,10.0,3,10,0,0
541,7.411528335564444,19,4,3,3.0,1.0,3.0,37,2,1,5,3,1,1,1,4,6,1,21440,6.0,8,0,17.0,3,5,0,0
542,7.783695894689722,7,3,3,1.0,2.0,3.0,34,2,1,8,2,3,1,1,1,6,1,58780,1.0,8,0,5.0,1,5,1,0
543,6.591118920124722,4,4,4,1.0,3.0,4.0,44,2,2,29,4,2,1,1,2,7,2,19510,4.0,8,3,10.0,4,2,0,0
544,7.642257920571111,17,2,4,4.0,3.0,3.0,52,2,1,26,2,1,1,0,2,8,1,33750,2.0,8,0,28.0,2,5,0,0
545,6.977737617135,7,1,4,4.0,3.0,3.0,32,0,1,15,3,3,1,1,2,3,2,69290,9.0,8,0,10.0,6,8,7,0
546,10.177815707273334,8,3,4,3.0,4.0,1.0,40,1,1,26,4,1,1,1,2,6,1,194060,3.0,8,3,16.0,2,1,0,0
547,5.681395582329166,17,3,3,2.0,4.0,3.0,43,2,2,16,2,2,1,0,1,2,2,67820,0.0,8,1,10.0,2,9,1,0
548,6.847280232039167,16,2,3,1.0,3.0,1.0,48,2,2,13,4,3,1,1,4,7,1,98540,3.0,8,1,15.0,2,0,0,0
549,5.851734716644167,6,2,3,4.0,3.0,3.0,53,2,1,6,4,1,1,1,1,5,0,40310,3.0,8,1,26.0,3,7,4,0
550,7.699776885318889,21,3,3,4.0,3.0,3.0,32,1,1,9,3,1,1,0,2,6,2,50700,4.0,8,1,10.0,6,8,0,0
551,6.996695671575,10,3,3,3.0,3.0,2.0,38,2,1,5,3,5,1,1,1,7,1,63490,,8,0,20.0,3,19,1,0
552,6.911922132976111,10,3,3,2.0,4.0,2.0,36,0,1,3,4,3,1,1,1,6,2,40250,1.0,8,0,10.0,3,10,9,0
553,9.243672467648333,17,3,3,1.0,2.0,3.0,45,2,0,12,3,0,1,1,2,2,2,43060,2.0,8,2,26.0,3,24,1,1
554,6.242110664881666,13,2,3,2.0,1.0,3.0,38,2,2,2,4,1,1,0,1,6,0,107250,3.0,8,0,11.0,5,7,1,0
555,7.3676204819275,20,4,3,2.0,1.0,3.0,29,2,1,16,2,1,1,0,4,2,0,36460,1.0,8,0,10.0,3,10,8,0
556,5.6584482373938885,17,3,3,1.0,3.0,2.0,36,2,1,7,2,1,1,0,1,6,0,56600,7.0,8,0,9.0,3,1,0,1
557,10.099602855867778,5,3,3,2.0,2.0,3.0,46,2,1,9,3,3,1,1,3,3,0,164370,8.0,8,1,16.0,0,4,0,0
558,6.479802543507223,18,2,3,2.0,2.0,2.0,35,2,2,7,4,1,1,1,1,8,0,24380,7.0,8,0,10.0,5,7,6,0
559,8.465905845604444,12,3,3,2.0,4.0,2.0,29,2,1,23,3,3,1,1,1,7,1,79690,0.0,8,0,6.0,3,5,1,0
560,9.62657518964722,16,3,3,1.0,4.0,4.0,39,2,1,17,4,5,1,0,2,0,1,104750,3.0,8,1,8.0,3,5,1,0
561,6.566608656849445,12,3,3,2.0,2.0,2.0,37,2,1,1,4,5,1,0,5,6,1,39440,6.0,8,2,8.0,3,6,4,0
562,9.877585899151944,12,3,3,3.0,2.0,2.0,32,2,1,1,1,3,1,1,2,2,2,27410,7.0,8,0,7.0,3,2,2,1
563,6.519868362338055,10,1,3,4.0,1.0,1.0,29,2,1,6,3,1,1,1,1,7,1,22440,1.0,8,3,11.0,5,11,3,1
564,10.092957385095833,13,2,3,1.0,2.0,3.0,24,2,1,27,2,3,1,1,1,6,2,104220,1.0,8,1,6.0,0,5,1,1
565,10.607015841142225,8,4,3,4.0,3.0,3.0,41,2,1,24,4,1,1,0,4,3,2,137260,3.0,8,0,21.0,6,2,0,0
566,6.812219991075278,17,3,3,3.0,1.0,3.0,19,2,1,23,4,1,1,1,2,2,2,191970,1.0,8,0,1.0,2,1,0,0
567,6.4086869701025,15,3,3,3.0,4.0,4.0,32,2,1,10,4,4,1,0,1,7,1,42330,1.0,8,0,10.0,5,10,0,0
568,9.742307005800834,16,3,3,4.0,3.0,2.0,28,1,1,2,3,4,1,0,1,3,2,55770,0.0,8,0,5.0,3,4,0,0
569,7.061936635430556,14,2,3,2.0,1.0,3.0,42,2,1,2,3,3,1,0,4,3,0,110310,3.0,8,1,8.0,2,5,1,0
570,9.009924141008334,18,2,3,4.0,1.0,2.0,49,2,1,2,4,3,1,1,1,2,0,42270,4.0,8,0,17.0,3,2,2,0
571,10.151952253458056,17,4,3,2.0,4.0,3.0,25,2,0,7,2,0,1,1,1,4,2,86330,1.0,8,1,5.0,2,5,1,0
572,8.116948906738056,5,2,3,3.0,1.0,3.0,56,2,1,4,3,1,1,1,4,3,0,25870,4.0,8,0,19.0,2,2,2,0
573,8.51558121374361,11,1,3,4.0,1.0,4.0,45,2,0,14,3,0,1,0,1,7,1,54730,4.0,8,0,17.0,3,0,0,0
574,5.835689424363889,15,3,3,4.0,2.0,3.0,27,2,2,2,3,1,1,1,1,7,0,23670,1.0,8,1,5.0,2,5,0,0
575,6.345967202141667,10,3,4,4.0,4.0,2.0,59,2,1,4,2,1,1,1,2,6,2,165950,6.0,8,1,25.0,2,9,5,0
576,5.783248549754444,14,2,3,3.0,4.0,3.0,26,2,2,8,3,2,1,0,1,0,2,30330,1.0,8,0,5.0,2,5,1,0
577,7.060059125390278,5,2,3,3.0,,3.0,36,1,1,8,3,4,1,0,3,7,1,69620,4.0,8,2,4.0,2,1,0,0
578,5.6092157518963885,21,3,3,1.0,4.0,3.0,33,2,2,26,2,2,1,1,1,6,1,42300,0.0,8,0,15.0,0,14,4,0
579,6.963438197233334,7,3,3,2.0,1.0,4.0,27,2,0,11,4,3,1,1,4,7,1,66320,0.0,8,0,6.0,3,5,1,0
580,8.133493975903612,8,2,3,3.0,4.0,3.0,45,2,1,17,2,3,1,1,2,2,1,79910,0.0,8,2,21.0,2,20,4,0
581,7.329690986166667,6,2,3,3.0,1.0,3.0,30,2,2,20,3,2,1,1,3,7,0,48100,8.0,8,0,8.0,3,4,0,0
582,5.797469879518055,20,2,3,3.0,4.0,2.0,27,2,2,3,3,1,1,1,1,3,2,66940,1.0,8,1,6.0,2,6,1,0
583,10.050332440874444,15,3,3,3.0,2.0,3.0,47,2,1,19,5,3,1,0,2,6,0,28270,8.0,8,1,28.0,3,22,14,0
584,5.465740740740555,22,3,3,3.0,1.0,4.0,52,2,2,21,5,5,1,1,3,3,1,28890,1.0,8,1,34.0,2,34,1,0
585,6.2904038375725,18,2,4,1.0,3.0,1.0,46,2,2,4,1,5,1,1,1,2,1,67120,6.0,8,1,26.0,3,3,0,0
586,6.009721106648611,10,3,3,3.0,1.0,3.0,41,2,1,5,3,3,1,1,1,8,0,121690,1.0,8,0,5.0,2,5,0,0
587,7.565435073627778,14,4,3,3.0,1.0,3.0,41,2,1,10,4,3,1,1,4,6,1,57430,2.0,8,3,7.0,2,5,1,0
588,7.766144578313056,4,3,3,3.0,4.0,3.0,32,2,2,1,3,3,1,1,2,7,2,136640,3.0,8,0,10.0,6,7,7,0
589,7.486918786256111,7,3,4,3.0,4.0,3.0,22,2,1,3,3,3,1,1,1,2,1,132690,1.0,8,1,2.0,2,2,2,0
590,7.149326193663334,21,3,3,3.0,1.0,4.0,25,2,2,5,3,2,1,0,4,6,1,27560,1.0,8,2,5.0,2,5,0,0
591,6.105315707273333,14,3,3,4.0,3.0,3.0,32,2,1,5,3,5,1,0,1,7,1,96020,1.0,8,1,10.0,3,10,1,1
592,8.116000669343888,10,3,3,4.0,3.0,3.0,32,1,1,9,3,1,1,0,2,6,2,50700,4.0,8,1,10.0,6,8,0,0
593,5.807373940205,9,3,3,2.0,4.0,3.0,33,2,1,1,4,3,1,0,4,4,2,44650,0.0,8,0,6.0,3,5,1,0
594,5.953782909415278,6,2,3,2.0,1.0,3.0,39,2,1,4,3,1,1,1,2,7,2,98520,0.0,8,1,21.0,5,20,11,0
595,6.687266845158334,5,2,3,1.0,3.0,3.0,42,1,2,10,3,2,1,0,2,0,0,28370,2.0,8,1,19.0,0,5,0,0
596,5.667801204819167,18,2,3,3.0,4.0,3.0,34,1,2,28,4,2,1,1,5,4,0,103250,1.0,8,1,9.0,3,9,7,0
597,7.165663766175555,4,3,3,2.0,2.0,2.0,27,2,2,3,2,5,1,1,2,0,1,135770,1.0,8,1,6.0,2,5,1,0
598,6.683171575189444,11,3,3,4.0,3.0,3.0,18,2,2,7,3,1,1,1,1,6,2,38120,1.0,8,0,0.0,3,0,0,0
599,7.498154841588334,19,3,3,4.0,3.0,3.0,55,2,1,7,3,3,1,1,3,6,0,22720,2.0,8,1,21.0,2,5,0,0
600,6.872951807228889,8,3,3,1.0,4.0,3.0,44,2,1,3,1,1,1,0,1,4,1,23450,3.0,8,2,24.0,0,22,5,0
601,5.503881079875,20,3,3,1.0,1.0,4.0,44,2,2,5,3,1,1,1,1,2,1,63220,4.0,8,1,10.0,2,3,1,1
602,6.188954707719722,5,2,3,3.0,4.0,3.0,20,2,1,18,4,3,1,1,1,1,2,84120,1.0,8,0,2.0,2,2,2,0
603,8.693284248103334,8,2,3,3.0,2.0,3.0,33,1,2,1,3,2,1,1,2,1,1,21760,1.0,8,1,6.0,2,6,1,0
604,6.722025881302778,18,3,3,4.0,4.0,3.0,52,0,1,1,4,1,1,1,5,7,1,97380,0.0,8,2,5.0,2,4,1,0
605,5.521642124051667,24,2,3,2.0,2.0,3.0,27,2,1,11,2,3,1,1,1,3,1,43930,1.0,8,1,8.0,2,8,0,0
606,6.435205265506389,14,2,3,4.0,1.0,3.0,42,2,1,11,1,1,1,1,4,6,1,60320,0.0,8,0,23.0,2,22,13,0
607,6.2631046407852775,19,2,3,3.0,3.0,2.0,50,2,2,19,4,2,1,1,3,7,1,31950,2.0,8,0,5.0,4,3,0,0
608,6.842600401606389,8,3,3,1.0,3.0,3.0,30,2,2,26,3,2,1,0,2,3,2,44200,9.0,8,0,9.0,3,7,0,0
609,7.396790495314445,10,3,3,2.0,1.0,3.0,41,2,1,24,1,1,1,1,1,5,1,26610,7.0,8,1,22.0,2,18,11,0
610,6.423173806336389,9,3,3,4.0,3.0,3.0,23,2,1,7,2,1,1,0,3,3,1,105520,2.0,8,0,4.0,2,2,2,0
611,9.28184181169111,11,3,3,2.0,4.0,2.0,36,2,2,10,4,2,1,1,3,3,1,86860,1.0,8,0,18.0,2,18,4,0
612,8.193987059348334,9,3,3,4.0,1.0,3.0,45,2,1,1,5,5,1,1,2,0,0,20880,4.0,8,3,18.0,2,5,0,0
613,9.511185854529169,15,2,3,3.0,4.0,3.0,59,2,1,16,4,3,1,0,5,2,2,186650,3.0,8,0,30.0,3,5,4,0
614,7.076050870147222,8,2,3,2.0,3.0,3.0,32,2,2,15,3,2,1,1,1,6,2,101690,1.0,8,0,12.0,6,11,5,0
615,10.61658634538139,2,1,3,,4.0,2.0,35,2,1,9,3,1,1,1,2,3,0,173990,6.0,8,0,7.0,3,2,2,1
616,7.055689424363889,14,3,3,4.0,3.0,3.0,23,2,2,2,3,3,1,1,3,2,1,18780,1.0,8,1,1.0,2,1,0,0
617,6.634030566711111,10,2,3,3.0,1.0,3.0,40,0,1,1,4,5,1,0,2,2,0,30680,3.0,8,0,20.0,3,1,0,0
618,6.210493083444722,17,3,3,3.0,3.0,2.0,28,0,1,21,1,3,1,1,3,6,2,79780,1.0,8,2,5.0,2,5,1,0
619,10.675884649709722,3,3,4,,2.0,3.0,31,2,1,1,3,1,1,1,4,1,2,28670,0.0,8,0,3.0,5,2,2,0
620,7.040577867023611,8,4,4,4.0,2.0,3.0,32,2,1,22,4,3,1,1,1,7,1,29730,3.0,8,0,12.0,0,7,2,0
621,7.473160419455556,11,1,3,2.0,2.0,1.0,41,2,1,3,3,1,1,1,3,6,2,35970,3.0,8,1,11.0,2,3,1,0
622,7.224278224006944,12,3,3,3.0,1.0,3.0,28,2,2,1,2,1,1,1,3,3,1,44770,1.0,8,0,3.0,6,3,1,0
623,8.849162204372778,14,3,3,2.0,3.0,3.0,29,2,2,3,3,2,1,1,3,2,0,59160,6.0,8,0,5.0,2,3,0,1
624,6.832543507362778,9,1,3,1.0,2.0,3.0,36,0,1,1,3,1,1,1,2,6,1,28380,1.0,8,2,5.0,5,5,0,0
625,6.284019410977222,20,1,3,4.0,4.0,2.0,37,2,1,14,4,1,1,1,3,6,1,65770,1.0,8,0,14.0,1,14,3,0
626,7.751382195448333,4,3,3,,4.0,2.0,21,2,1,1,3,3,1,1,2,7,2,104000,1.0,8,1,1.0,2,1,0,1
627,9.57092369477889,17,3,3,4.0,4.0,3.0,26,2,1,8,3,3,1,1,2,3,2,157870,1.0,8,2,8.0,5,8,7,1
628,9.541850736278333,7,2,3,4.0,2.0,3.0,29,2,1,1,3,3,1,1,3,7,1,42840,4.0,8,0,10.0,5,4,0,0
629,9.851604194555833,3,3,3,4.0,3.0,2.0,39,2,1,1,1,3,1,0,1,2,1,42840,4.0,8,1,12.0,0,1,0,1
630,9.709125390450556,6,3,4,3.0,3.0,3.0,49,2,1,1,3,1,1,1,3,4,2,73140,7.0,8,0,25.0,2,7,0,0
631,6.423100178491667,17,3,4,1.0,4.0,3.0,56,2,0,1,2,3,1,0,5,7,2,25590,1.0,8,0,5.0,3,4,1,1
632,8.224201249441945,16,2,3,3.0,1.0,3.0,35,2,0,3,2,1,1,0,1,2,1,63880,3.0,8,0,4.0,6,2,2,0
633,6.086103302097222,12,2,3,4.0,3.0,3.0,38,2,1,8,2,1,1,0,2,7,1,32010,1.0,8,1,5.0,3,5,0,0
634,5.943022088353334,17,3,3,1.0,3.0,3.0,34,0,2,1,2,1,1,1,2,6,0,86210,1.0,8,1,5.0,1,5,0,0
635,7.137511155733889,5,3,4,4.0,2.0,2.0,37,2,1,1,3,1,1,1,1,2,2,170680,3.0,8,0,8.0,6,4,0,0
636,9.251898705934725,9,3,3,3.0,3.0,2.0,35,2,1,6,4,3,1,0,1,4,0,119960,1.0,8,2,16.0,3,16,10,0
637,8.219972110664722,9,3,3,4.0,2.0,2.0,22,2,1,1,3,1,1,0,4,0,0,129360,1.0,8,2,4.0,3,4,2,0
638,5.943469433288612,14,3,3,4.0,3.0,3.0,38,2,2,8,2,2,1,1,5,6,1,49300,9.0,8,0,14.0,0,1,0,0
639,6.060496430165,18,2,3,3.0,4.0,1.0,28,2,2,4,4,1,1,1,2,0,1,54330,1.0,8,1,5.0,4,5,0,0
640,9.736163543061112,16,2,4,4.0,1.0,3.0,50,2,1,20,2,3,1,0,5,2,1,154020,4.0,8,0,25.0,3,3,1,0
641,6.403115796519167,7,3,3,4.0,2.0,2.0,32,2,1,5,4,5,1,1,5,6,0,50030,0.0,8,0,10.0,5,9,1,0
642,8.643457161981111,18,3,3,3.0,2.0,3.0,27,0,1,2,3,1,1,1,1,5,1,168230,0.0,8,0,6.0,3,5,1,0
643,5.675418340026667,16,2,3,4.0,3.0,3.0,25,1,2,5,1,2,1,1,4,4,0,139730,1.0,8,0,7.0,3,7,0,0
644,9.250929272646111,4,3,3,3.0,4.0,2.0,30,2,1,7,3,5,1,1,2,5,2,14830,5.0,8,0,12.0,3,0,0,0
645,9.018544176706667,15,3,3,4.0,1.0,3.0,50,2,1,17,3,3,1,1,1,6,0,173280,4.0,8,2,20.0,1,3,2,1
646,6.480602409638333,12,3,3,1.0,2.0,3.0,50,1,2,2,2,2,1,1,1,7,1,29600,1.0,8,3,32.0,2,32,10,0
647,5.690745203034167,15,3,3,1.0,4.0,3.0,33,2,2,26,2,2,1,1,1,6,1,42300,0.0,8,0,15.0,0,14,4,0
648,7.849943105756111,6,3,3,4.0,1.0,3.0,33,2,1,8,5,3,1,1,2,2,1,82240,6.0,8,0,14.0,3,10,7,0
649,7.2014736724675,20,3,3,1.0,4.0,3.0,36,2,1,24,3,1,1,0,2,2,1,61200,0.0,8,0,10.0,2,9,3,0
650,6.933509593931111,5,2,3,2.0,2.0,3.0,51,1,1,20,3,3,1,1,2,7,1,148140,2.0,8,1,14.0,2,4,3,0
651,7.042668451583889,15,2,3,3.0,1.0,3.0,30,2,2,20,3,2,1,1,3,7,0,48100,8.0,8,0,8.0,3,4,0,0
652,9.5693652387325,15,3,3,4.0,3.0,1.0,32,2,2,23,1,1,1,1,3,0,2,24680,0.0,8,0,4.0,2,3,1,1
653,10.169853859883888,2,3,3,1.0,4.0,4.0,39,2,1,17,4,5,1,0,2,0,1,104750,3.0,8,1,8.0,3,5,1,0
654,6.4741387773313885,18,3,3,3.0,1.0,3.0,26,1,2,14,3,1,1,1,2,3,2,75100,0.0,8,3,7.0,3,6,0,1
655,10.536275100401388,10,3,4,1.0,1.0,3.0,26,1,1,9,3,1,1,0,1,3,1,162910,1.0,8,0,5.0,3,5,3,0
656,7.093365684961944,15,2,3,4.0,4.0,2.0,58,2,2,2,2,3,1,0,1,6,1,43850,1.0,8,1,40.0,2,40,15,1
657,6.408486166889722,10,3,4,3.0,2.0,4.0,33,0,2,7,3,1,1,1,2,7,1,112450,0.0,8,0,8.0,3,7,0,0
658,5.548112449799167,23,3,3,2.0,4.0,2.0,34,2,1,2,2,1,1,1,2,6,1,65860,9.0,8,1,9.0,3,2,2,0
659,9.255489736724444,16,2,4,3.0,4.0,3.0,22,1,1,22,4,3,1,1,1,8,1,26540,0.0,8,0,1.0,5,0,0,1
660,6.870228692547777,17,3,3,3.0,4.0,2.0,51,2,2,6,2,1,1,0,1,0,1,131160,1.0,8,0,1.0,6,1,0,0
661,6.076161311914166,20,3,3,1.0,1.0,4.0,56,2,1,10,4,4,1,1,2,8,1,42580,2.0,8,0,5.0,2,3,1,0
662,7.275842257920556,20,3,3,1.0,3.0,2.0,54,2,1,14,3,4,1,1,3,6,1,66740,3.0,8,1,9.0,2,4,2,0
663,8.065640339134166,4,3,4,3.0,1.0,3.0,31,0,1,28,4,3,1,1,2,6,2,25930,0.0,8,0,4.0,2,3,1,1
664,7.126049754573611,10,2,4,3.0,4.0,4.0,32,2,1,7,3,1,1,0,3,2,2,44030,2.0,8,0,10.0,3,5,0,0
665,8.907011378848612,5,2,3,3.0,4.0,2.0,36,2,2,9,3,2,1,0,4,6,2,142750,3.0,8,1,7.0,5,3,1,0
666,7.246830655956945,18,4,3,3.0,3.0,2.0,29,2,1,23,4,1,1,0,2,0,1,45370,6.0,8,1,5.0,5,1,0,0
667,10.050090361445555,13,3,3,4.0,2.0,4.0,19,2,1,15,3,1,1,1,2,6,2,160640,1.0,8,1,1.0,3,1,0,1
668,9.113620035698334,7,3,3,1.0,4.0,2.0,32,2,1,1,1,1,1,0,1,0,1,30220,1.0,8,1,6.0,3,6,0,0
669,8.968299866131112,16,2,3,1.0,2.0,2.0,50,1,1,3,4,3,1,1,4,6,1,61420,3.0,8,2,28.0,3,8,0,0
670,6.218198348951111,16,3,3,3.0,1.0,2.0,21,2,1,1,4,1,1,1,1,3,2,57750,1.0,8,0,1.0,2,1,1,1
671,8.547379518072223,20,2,3,1.0,3.0,3.0,41,0,1,23,3,1,1,1,2,4,2,26700,2.0,8,2,10.0,2,8,0,0
672,7.455620258812778,17,3,4,3.0,4.0,3.0,25,2,1,6,2,3,1,0,1,2,2,27680,0.0,8,1,5.0,0,4,1,0
673,8.835515394912777,15,3,3,1.0,2.0,3.0,36,2,1,1,3,3,1,1,2,7,2,53090,3.0,8,0,15.0,5,5,0,0
674,9.294872824631666,3,3,3,2.0,3.0,3.0,29,2,2,3,3,2,1,1,3,2,0,59160,6.0,8,0,5.0,2,3,0,1
675,7.433334448906667,18,3,4,3.0,3.0,3.0,26,1,1,22,4,4,1,0,1,7,1,20240,1.0,8,0,8.0,2,8,1,1
676,7.113221775992778,7,2,3,4.0,1.0,2.0,41,1,2,10,2,3,1,0,3,4,0,79450,4.0,8,1,21.0,6,7,7,0
677,10.500982820169444,7,3,3,4.0,4.0,3.0,31,2,2,6,3,4,1,1,1,4,0,45340,1.0,8,0,1.0,2,1,0,0
678,6.763322177599167,21,3,3,4.0,2.0,2.0,33,0,1,2,4,3,1,1,1,8,2,25960,8.0,8,1,13.0,4,11,1,0
679,7.551838464970833,11,4,3,3.0,4.0,3.0,38,2,2,4,4,1,1,1,1,4,2,70820,1.0,8,0,2.0,3,2,2,0
680,6.653948014279167,9,3,3,1.0,1.0,2.0,59,2,1,1,3,5,1,1,1,2,2,166060,7.0,8,0,28.0,6,21,7,0
681,6.757186523873056,7,3,3,4.0,2.0,3.0,41,2,1,29,1,1,1,1,1,2,2,23790,1.0,8,0,22.0,6,22,0,0
682,6.942819053993611,19,1,3,1.0,1.0,3.0,26,2,1,5,4,3,1,0,2,7,1,46820,1.0,8,1,6.0,3,5,1,0
683,6.174462293618889,19,3,3,1.0,4.0,4.0,46,2,1,18,1,3,1,1,1,4,0,59800,4.0,8,1,28.0,2,7,4,1
684,7.322629406514722,12,3,3,4.0,4.0,4.0,29,1,1,6,2,3,1,1,1,1,1,41150,1.0,8,0,11.0,1,11,3,0
685,8.918717090584444,15,2,3,2.0,3.0,3.0,36,2,1,11,3,1,1,1,1,7,1,131910,1.0,8,1,10.0,2,10,1,0
686,5.616551762605833,18,3,3,4.0,1.0,3.0,31,2,1,2,3,1,1,1,3,2,1,21680,0.0,8,1,2.0,2,1,0,1
687,5.504354082998611,20,3,3,4.0,1.0,3.0,46,2,1,25,1,3,1,1,5,6,0,34330,7.0,8,0,17.0,3,4,0,0
688,6.634467871485834,17,2,3,2.0,4.0,3.0,28,2,1,2,2,3,1,1,3,3,2,28580,1.0,8,0,7.0,2,7,0,0
689,6.57432507809,12,3,3,1.0,3.0,3.0,56,1,1,1,2,1,1,0,2,4,1,52280,2.0,8,0,18.0,4,5,0,0
690,7.478524096385278,13,3,3,4.0,4.0,3.0,32,0,1,21,3,1,1,1,1,7,0,44500,0.0,8,0,4.0,3,3,0,0
691,10.365647032574724,3,3,3,2.0,1.0,2.0,29,2,1,29,3,3,1,0,1,6,1,23070,1.0,8,1,7.0,0,7,0,1
692,6.392993083444722,18,3,3,2.0,2.0,2.0,37,2,1,1,4,5,1,0,5,6,1,39440,6.0,8,2,8.0,3,6,4,0
693,6.490909192324723,11,2,4,1.0,3.0,1.0,46,2,2,4,1,5,1,1,1,2,1,67120,6.0,8,1,26.0,3,3,0,0
694,8.473469433288612,6,4,3,1.0,3.0,2.0,55,2,1,19,3,5,1,1,1,1,2,46800,6.0,8,3,24.0,0,19,3,1
695,7.284156626505833,6,3,4,3.0,2.0,3.0,33,2,2,9,1,4,1,0,3,7,1,32950,6.0,8,2,7.0,2,3,1,0
696,5.721664435519722,15,3,3,2.0,4.0,3.0,43,2,2,16,2,2,1,0,1,2,2,67820,0.0,8,1,10.0,2,9,1,0
697,6.521971218206111,6,3,3,3.0,1.0,3.0,28,2,1,2,3,1,1,0,2,0,1,111590,1.0,8,0,5.0,2,5,0,0
698,6.405162873716945,11,3,3,3.0,4.0,4.0,37,2,1,1,3,1,1,1,2,0,1,53460,4.0,8,0,7.0,2,5,0,0
699,6.342000223114445,15,4,4,2.0,2.0,3.0,36,2,0,25,1,0,1,1,2,6,0,31170,6.0,8,1,7.0,2,3,0,0
700,7.270711735831944,17,4,3,2.0,4.0,2.0,42,1,1,9,4,3,1,1,1,4,0,92080,1.0,8,1,24.0,2,24,14,0
701,7.567716421240278,14,3,3,1.0,3.0,3.0,48,2,0,2,4,3,1,1,2,7,2,45540,2.0,8,2,19.0,3,2,2,0
702,10.080995091476945,17,4,3,4.0,1.0,3.0,39,1,2,11,3,2,1,1,1,7,2,160150,1.0,8,0,21.0,3,21,2,0
703,5.978937974118611,20,3,3,4.0,1.0,3.0,28,2,1,1,2,5,1,0,1,6,2,176390,0.0,8,1,6.0,0,5,1,0
704,8.339228023203889,13,2,3,1.0,3.0,4.0,52,0,1,2,3,5,1,1,1,7,2,45070,1.0,8,0,33.0,3,33,15,0
705,6.565710620258611,12,3,3,3.0,2.0,4.0,35,2,1,18,5,3,1,0,2,6,0,65380,2.0,8,1,15.0,3,7,6,0
706,6.168944667558889,21,2,3,2.0,2.0,4.0,44,0,1,23,2,3,1,0,1,6,1,195860,4.0,8,0,17.0,3,3,1,0
707,7.665116019633888,13,2,3,4.0,2.0,3.0,40,1,2,1,3,2,1,1,1,6,0,39310,8.0,8,0,3.0,2,1,0,0
